index_id,index_name,trade_date,open_value,close_value,daily_change,daily_return_pct
1,Nifty_50,2023-06-29,15000.0,15096.91,96.91,0.6460666666666657
2,Nifty_50,2023-06-30,15096.91,15079.41,-17.5,-0.11591776065433257
3,Nifty_50,2023-07-03,15079.41,15204.15,124.74,0.8272206936478269
4,Nifty_50,2023-07-04,15204.15,15489.63,285.48,1.877645248172371
5,Nifty_50,2023-07-05,15489.63,15453.85,-35.78,-0.23099325161413695
6,Nifty_50,2023-07-06,15453.85,15418.16,-35.69,-0.23094568667355064
7,Nifty_50,2023-07-07,15418.16,15718.05,299.89,1.9450440260056934
8,Nifty_50,2023-07-10,15718.05,15870.66,152.61,0.9709219655109926
9,Nifty_50,2023-07-11,15870.66,15789.18,-81.48,-0.5134001988575116
10,Nifty_50,2023-07-12,15789.18,15899.88,110.69,0.7011130407025502
11,Nifty_50,2023-07-13,15899.88,15819.41,-80.47,-0.5061044485870293
12,Nifty_50,2023-07-14,15819.41,15738.91,-80.5,-0.5088685355522109
13,Nifty_50,2023-07-17,15738.91,15792.47,53.57,0.34030310866508223
14,Nifty_50,2023-07-18,15792.47,15437.79,-354.69,-2.2458804734154856
15,Nifty_50,2023-07-19,15437.79,15125.96,-311.83,-2.019913472070819
16,Nifty_50,2023-07-20,15125.96,15031.46,-94.5,-0.6247537346389915
17,Nifty_50,2023-07-21,15031.46,14856.28,-175.18,-1.165422387446053
18,Nifty_50,2023-07-24,14856.28,14919.73,63.45,0.42709211188802926
19,Nifty_50,2023-07-25,14919.73,14764.62,-155.11,-1.03963007373457
20,Nifty_50,2023-07-26,14764.62,14521.78,-242.84,-1.644742634757956
21,Nifty_50,2023-07-27,14521.78,14784.45,262.67,1.8088002985859866
22,Nifty_50,2023-07-28,14784.45,14751.78,-32.66,-0.22097541673853321
23,Nifty_50,2023-07-31,14751.78,14771.11,19.33,0.13103503441618522
24,Nifty_50,2023-08-01,14771.11,14525.96,-245.16,-1.6596586173957233
25,Nifty_50,2023-08-02,14525.96,14438.33,-87.63,-0.6032647756155132
26,Nifty_50,2023-08-03,14438.33,14464.77,26.44,0.18312367150494904
27,Nifty_50,2023-08-04,14464.77,14272.21,-192.55,-1.331234440644416
28,Nifty_50,2023-08-07,14272.21,14343.69,71.48,0.5008334378488082
29,Nifty_50,2023-08-08,14343.69,14247.48,-96.21,-0.6707479037820877
30,Nifty_50,2023-08-09,14247.48,14204.73,-42.75,-0.30005306201517745
31,Nifty_50,2023-08-10,14204.73,14109.27,-95.46,-0.6720296689905344
32,Nifty_50,2023-08-11,14109.27,14429.94,320.67,2.272761099617486
33,Nifty_50,2023-08-14,14429.94,14434.81,4.88,0.033749274078748635
34,Nifty_50,2023-08-15,14434.81,14258.82,-176.0,-1.2192055177726606
35,Nifty_50,2023-08-16,14258.82,14406.69,147.87,1.037042335901574
36,Nifty_50,2023-08-17,14406.69,14202.83,-203.86,-1.41503704181877
37,Nifty_50,2023-08-18,14202.83,14245.53,42.7,0.30064430821181926
38,Nifty_50,2023-08-21,14245.53,13917.66,-327.88,-2.3015640695713024
39,Nifty_50,2023-08-22,13917.66,13702.79,-214.86,-1.5438658510123038
40,Nifty_50,2023-08-23,13702.79,13742.01,39.22,0.28621908385080225
41,Nifty_50,2023-08-24,13742.01,13870.66,128.65,0.9361803695383691
42,Nifty_50,2023-08-25,13870.66,13906.12,35.46,0.25564753227316467
43,Nifty_50,2023-08-28,13906.12,13893.77,-12.35,-0.0888098189861756
44,Nifty_50,2023-08-29,13893.77,13850.52,-43.25,-0.3112906000315249
45,Nifty_50,2023-08-30,13850.52,13611.71,-238.81,-1.7241951926714758
46,Nifty_50,2023-08-31,13611.71,13500.93,-110.77,-0.8138580677960288
47,Nifty_50,2023-09-01,13500.93,13433.05,-67.88,-0.5027801788469463
48,Nifty_50,2023-09-04,13433.05,13610.17,177.12,1.3185389766285454
49,Nifty_50,2023-09-05,13610.17,13673.1,62.93,0.4623748270594731
50,Nifty_50,2023-09-06,13673.1,13390.66,-282.44,-2.0656617738479244
51,Nifty_50,2023-09-07,13390.66,13449.43,58.77,0.4388880010395338
52,Nifty_50,2023-09-08,13449.43,13394.01,-55.42,-0.4120620725190589
53,Nifty_50,2023-09-11,13394.01,13291.91,-102.1,-0.7622810495139273
54,Nifty_50,2023-09-12,13291.91,13396.12,104.21,0.7840107253208979
55,Nifty_50,2023-09-13,13396.12,13568.55,172.43,1.287163745920449
56,Nifty_50,2023-09-14,13568.55,13726.97,158.42,1.1675529072745434
57,Nifty_50,2023-09-15,13726.97,13595.59,-131.38,-0.957093954456076
58,Nifty_50,2023-09-18,13595.59,13551.94,-43.65,-0.3210599907764182
59,Nifty_50,2023-09-19,13551.94,13612.59,60.65,0.4475374005492913
60,Nifty_50,2023-09-20,13612.59,13778.75,166.16,1.2206347212396749
61,Nifty_50,2023-09-21,13778.75,13706.41,-72.34,-0.5250113399256111
62,Nifty_50,2023-09-22,13706.41,13682.73,-23.68,-0.17276588107316423
63,Nifty_50,2023-09-25,13682.73,13507.92,-174.81,-1.277595918358394
64,Nifty_50,2023-09-26,13507.92,13320.77,-187.15,-1.385483479321758
65,Nifty_50,2023-09-27,13320.77,13457.32,136.54,1.0250908918928805
66,Nifty_50,2023-09-28,13457.32,13683.06,225.74,1.6774513796209038
67,Nifty_50,2023-09-29,13683.06,13678.08,-4.98,-0.03639536770283521
68,Nifty_50,2023-10-02,13678.08,13849.63,171.56,1.254196495414556
69,Nifty_50,2023-10-03,13849.63,13916.66,67.03,0.48398404867134104
70,Nifty_50,2023-10-04,13916.66,13815.88,-100.78,-0.7241680115774952
71,Nifty_50,2023-10-05,13815.88,13882.71,66.82,0.4837187352524771
72,Nifty_50,2023-10-06,13882.71,14145.88,263.17,1.8956673444882166
73,Nifty_50,2023-10-09,14145.88,14146.87,0.99,0.006998504158112474
74,Nifty_50,2023-10-10,14146.87,14419.56,272.69,1.9275641891103732
75,Nifty_50,2023-10-11,14419.56,13973.46,-446.1,-3.0937143713123034
76,Nifty_50,2023-10-12,13973.46,14118.27,144.8,1.0363217127325752
77,Nifty_50,2023-10-13,14118.27,14140.07,21.81,0.15440985333188323
78,Nifty_50,2023-10-16,14140.07,14096.41,-43.67,-0.30876791981934926
79,Nifty_50,2023-10-17,14096.41,14118.98,22.57,0.16011168801134268
80,Nifty_50,2023-10-18,14118.98,13789.29,-329.69,-2.335083695847708
81,Nifty_50,2023-10-19,13789.29,13759.83,-29.45,-0.213644067243498
82,Nifty_50,2023-10-20,13759.83,13825.68,65.85,0.4785669590394675
83,Nifty_50,2023-10-23,13825.68,14077.78,252.11,1.8234184503040745
84,Nifty_50,2023-10-24,14077.78,13997.27,-80.51,-0.5718941480830089
85,Nifty_50,2023-10-25,13997.27,13868.47,-128.8,-0.9201794349898308
86,Nifty_50,2023-10-26,13868.47,13791.9,-76.57,-0.55211569841518
87,Nifty_50,2023-10-27,13791.9,13950.3,158.4,1.148500206643027
88,Nifty_50,2023-10-30,13950.3,14012.31,62.01,0.4445065697511897
89,Nifty_50,2023-10-31,14012.31,13930.23,-82.07,-0.5857706545173489
90,Nifty_50,2023-11-01,13930.23,14023.0,92.76,0.6659617249679326
91,Nifty_50,2023-11-02,14023.0,14046.35,23.35,0.1665121585965939
92,Nifty_50,2023-11-03,14046.35,14216.64,170.29,1.212343420176765
93,Nifty_50,2023-11-06,14216.64,14103.98,-112.66,-0.7924516622774429
94,Nifty_50,2023-11-07,14103.98,14055.57,-48.4,-0.34323644815151366
95,Nifty_50,2023-11-08,14055.57,13996.47,-59.11,-0.4204738761928571
96,Nifty_50,2023-11-09,13996.47,13757.66,-238.81,-1.7062159244438027
97,Nifty_50,2023-11-10,13757.66,13813.42,55.77,0.4053014829556787
98,Nifty_50,2023-11-13,13813.42,13863.6,50.18,0.363269921569027
99,Nifty_50,2023-11-14,13863.6,13871.38,7.78,0.05611817998210303
100,Nifty_50,2023-11-15,13871.38,13839.27,-32.11,-0.2314838177600121
101,Nifty_50,2023-11-16,13839.27,13611.14,-228.13,-1.6484250975665697
102,Nifty_50,2023-11-17,13611.14,13549.24,-61.9,-0.45477454496831005
103,Nifty_50,2023-11-20,13549.24,13500.29,-48.95,-0.36127487593399266
104,Nifty_50,2023-11-21,13500.29,13377.07,-123.22,-0.9127211341386086
105,Nifty_50,2023-11-22,13377.07,13357.87,-19.2,-0.14352918837980894
106,Nifty_50,2023-11-23,13357.87,13429.31,71.45,0.5348158052144443
107,Nifty_50,2023-11-24,13429.31,13739.99,310.68,2.313447228487542
108,Nifty_50,2023-11-27,13739.99,13775.65,35.65,0.25953439558543967
109,Nifty_50,2023-11-28,13775.65,13825.11,49.46,0.35903931937876576
110,Nifty_50,2023-11-29,13825.11,13819.67,-5.44,-0.039348692343138744
111,Nifty_50,2023-11-30,13819.67,13508.38,-311.29,-2.252513989118415
112,Nifty_50,2023-12-01,13508.38,13510.83,2.46,0.018136889841718455
113,Nifty_50,2023-12-04,13510.83,13527.36,16.52,0.12234629552737067
114,Nifty_50,2023-12-05,13527.36,13933.97,406.62,3.005834102145568
115,Nifty_50,2023-12-06,13933.97,13908.78,-25.2,-0.18078121310723858
116,Nifty_50,2023-12-07,13908.78,13966.06,57.28,0.4118261989908448
117,Nifty_50,2023-12-08,13966.06,13967.23,1.17,0.008377452194821394
118,Nifty_50,2023-12-11,13967.23,13778.33,-188.89,-1.3524514166373693
119,Nifty_50,2023-12-12,13778.33,13974.17,195.84,1.4213623857172832
120,Nifty_50,2023-12-13,13974.17,14107.25,133.08,0.9523284746070781
121,Nifty_50,2023-12-14,14107.25,14248.22,140.97,0.9992734232398189
122,Nifty_50,2023-12-15,14248.22,14099.86,-148.36,-1.0412528722886
123,Nifty_50,2023-12-18,14099.86,14344.26,244.4,1.7333505439061072
124,Nifty_50,2023-12-19,14344.26,14110.13,-234.13,-1.6322208325839118
125,Nifty_50,2023-12-20,14110.13,14216.55,106.42,0.7542099186896228
126,Nifty_50,2023-12-21,14216.55,14597.35,380.8,2.678568288368142
127,Nifty_50,2023-12-22,14597.35,14431.13,-166.21,-1.1386998325038529
128,Nifty_50,2023-12-25,14431.13,14340.28,-90.85,-0.6295418307505964
129,Nifty_50,2023-12-26,14340.28,14364.6,24.32,0.16959222553534317
130,Nifty_50,2023-12-27,14364.6,14285.0,-79.6,-0.5541400387062665
131,Nifty_50,2023-12-28,14285.0,14026.32,-258.67,-1.8108505425271284
132,Nifty_50,2023-12-29,14026.32,14044.88,18.55,0.13232266196692713
133,Nifty_50,2024-01-01,14044.88,13872.86,-172.02,-1.224787965436505
134,Nifty_50,2024-01-02,13872.86,13958.64,85.78,0.6183296018268679
135,Nifty_50,2024-01-03,13958.64,13811.61,-147.03,-1.0533261119994415
136,Nifty_50,2024-01-04,13811.61,14075.4,263.79,1.9099149194047549
137,Nifty_50,2024-01-05,14075.4,13950.14,-125.26,-0.8899214231922377
138,Nifty_50,2024-01-08,13950.14,13903.21,-46.94,-0.3364123944275849
139,Nifty_50,2024-01-09,13903.21,14045.88,142.68,1.0261658998173808
140,Nifty_50,2024-01-10,14045.88,13845.44,-200.44,-1.427037679376434
141,Nifty_50,2024-01-11,13845.44,13890.16,44.71,0.3229944299350497
142,Nifty_50,2024-01-12,13890.16,14114.98,224.82,1.6185558697667968
143,Nifty_50,2024-01-15,14114.98,13849.76,-265.22,-1.8789966404486536
144,Nifty_50,2024-01-16,13849.76,13887.37,37.61,0.2715570522521732
145,Nifty_50,2024-01-17,13887.37,13937.62,50.25,0.36183957077546
146,Nifty_50,2024-01-18,13937.62,14075.35,137.73,0.9881888012443987
147,Nifty_50,2024-01-19,14075.35,13873.47,-201.89,-1.4342804974654344
148,Nifty_50,2024-01-22,13873.47,13660.57,-212.89,-1.5345836333664156
149,Nifty_50,2024-01-23,13660.57,13752.96,92.39,0.6763260976664914
150,Nifty_50,2024-01-24,13752.96,13808.85,55.89,0.4063852436130203
151,Nifty_50,2024-01-25,13808.85,13857.26,48.41,0.3505722779232149
152,Nifty_50,2024-01-26,13857.26,13921.8,64.54,0.46574864006303596
153,Nifty_50,2024-01-29,13921.8,13815.16,-106.65,-0.7659929032165339
154,Nifty_50,2024-01-30,13815.16,13860.57,45.41,0.32869688081788306
155,Nifty_50,2024-01-31,13860.57,13916.24,55.68,0.4016429338764573
156,Nifty_50,2024-02-01,13916.24,13803.91,-112.33,-0.807186423919104
157,Nifty_50,2024-02-02,13803.91,14119.87,315.96,2.288916690995529
158,Nifty_50,2024-02-05,14119.87,14207.22,87.35,0.6186317579411038
159,Nifty_50,2024-02-06,14207.22,14011.22,-196.0,-1.3795802415954705
160,Nifty_50,2024-02-07,14011.22,14128.61,117.4,0.8378285402698783
161,Nifty_50,2024-02-08,14128.61,13970.43,-158.19,-1.1195722721485006
162,Nifty_50,2024-02-09,13970.43,14109.36,138.94,0.9944575793300585
163,Nifty_50,2024-02-12,14109.36,14312.58,203.22,1.4403204681147788
164,Nifty_50,2024-02-13,14312.58,14178.79,-133.8,-0.9347720676495715
165,Nifty_50,2024-02-14,14178.79,14349.79,171.0,1.2060267484037777
166,Nifty_50,2024-02-15,14349.79,14428.04,78.25,0.5453041473080791
167,Nifty_50,2024-02-16,14428.04,14577.59,149.54,1.0365233254135646
168,Nifty_50,2024-02-19,14577.59,14916.68,339.1,2.3261046579029876
169,Nifty_50,2024-02-20,14916.68,14880.22,-36.47,-0.2444243625257158
170,Nifty_50,2024-02-21,14880.22,14753.07,-127.15,-0.8544900545825238
171,Nifty_50,2024-02-22,14753.07,14602.97,-150.1,-1.0174153582949201
172,Nifty_50,2024-02-23,14602.97,14467.31,-135.66,-0.928989102901669
173,Nifty_50,2024-02-26,14467.31,14461.16,-6.15,-0.042509630332104836
174,Nifty_50,2024-02-27,14461.16,14527.59,66.43,0.45936840474761564
175,Nifty_50,2024-02-28,14527.59,14583.09,55.5,0.3820317065666088
176,Nifty_50,2024-02-29,14583.09,14735.14,152.05,1.0426459687213017
177,Nifty_50,2024-03-01,14735.14,14744.8,9.67,0.06555757189955341
178,Nifty_50,2024-03-04,14744.8,15009.36,264.56,1.794259671206129
179,Nifty_50,2024-03-05,15009.36,14969.2,-40.16,-0.267566371917256
180,Nifty_50,2024-03-06,14969.2,15465.31,496.11,3.3142051679448383
181,Nifty_50,2024-03-07,15465.31,15589.15,123.85,0.8007598942407242
182,Nifty_50,2024-03-08,15589.15,15436.6,-152.55,-0.978565220040857
183,Nifty_50,2024-03-11,15436.6,15245.95,-190.65,-1.235051760102611
184,Nifty_50,2024-03-12,15245.95,15341.84,95.89,0.6289539189096082
185,Nifty_50,2024-03-13,15341.84,15308.37,-33.47,-0.2181615764471494
186,Nifty_50,2024-03-14,15308.37,15447.19,138.82,0.9068241752714346
187,Nifty_50,2024-03-15,15447.19,15542.63,95.45,0.6178470000045231
188,Nifty_50,2024-03-18,15542.63,15536.82,-5.81,-0.037381060991604965
189,Nifty_50,2024-03-19,15536.82,15386.71,-150.11,-0.9661565236644345
190,Nifty_50,2024-03-20,15386.71,15114.7,-272.01,-1.7678243107200853
191,Nifty_50,2024-03-21,15114.7,15041.27,-73.43,-0.4858184416495219
192,Nifty_50,2024-03-22,15041.27,15203.37,162.1,1.077701550467483
193,Nifty_50,2024-03-25,15203.37,15250.03,46.66,0.3069056399995518
194,Nifty_50,2024-03-26,15250.03,15029.68,-220.35,-1.4449151903307753
195,Nifty_50,2024-03-27,15029.68,15068.43,38.75,0.25782318718695274
196,Nifty_50,2024-03-28,15068.43,15145.64,77.21,0.512395783767779
197,Nifty_50,2024-03-29,15145.64,14992.57,-153.07,-1.0106538911528316
198,Nifty_50,2024-04-01,14992.57,15027.73,35.15,0.23451616367307176
199,Nifty_50,2024-04-02,15027.73,15045.74,18.01,0.1198451130011001
200,Nifty_50,2024-04-03,15045.74,14846.9,-198.84,-1.32157009226532
201,Nifty_50,2024-04-04,14846.9,14918.07,71.17,0.4793593275363886
202,Nifty_50,2024-04-05,14918.07,15025.92,107.85,0.7229487460509326
203,Nifty_50,2024-04-08,15025.92,15228.71,202.8,1.3496012224209837
204,Nifty_50,2024-04-09,15228.71,15428.91,200.19,1.3146221840195311
205,Nifty_50,2024-04-10,15428.91,15181.55,-247.36,-1.6032240773975648
206,Nifty_50,2024-04-11,15181.55,15018.29,-163.26,-1.0753842657699537
207,Nifty_50,2024-04-12,15018.29,15118.62,100.33,0.6680520884867712
208,Nifty_50,2024-04-15,15118.62,15219.39,100.77,0.6665290879723057
209,Nifty_50,2024-04-16,15219.39,15321.06,101.67,0.6680294019668336
210,Nifty_50,2024-04-17,15321.06,16037.06,716.0,4.673305893978616
211,Nifty_50,2024-04-18,16037.06,16154.94,117.88,0.7350474463523927
212,Nifty_50,2024-04-19,16154.94,16383.16,228.22,1.412694816570036
213,Nifty_50,2024-04-22,16383.16,16578.91,195.75,1.194824441682801
214,Nifty_50,2024-04-23,16578.91,16716.79,137.88,0.8316590173901723
215,Nifty_50,2024-04-24,16716.79,16661.9,-54.89,-0.3283525126534425
216,Nifty_50,2024-04-25,16661.9,16821.98,160.08,0.9607547758658862
217,Nifty_50,2024-04-26,16821.98,16674.39,-147.59,-0.8773640201688514
218,Nifty_50,2024-04-29,16674.39,16635.34,-39.05,-0.2341914756701701
219,Nifty_50,2024-04-30,16635.34,16546.77,-88.57,-0.5324207380191791
220,Nifty_50,2024-05-01,16546.77,16571.3,24.53,0.14824645535049338
221,Nifty_50,2024-05-02,16571.3,17039.87,468.57,2.8275995244790675
222,Nifty_50,2024-05-03,17039.87,16666.57,-373.3,-2.190744412956198
223,Nifty_50,2024-05-06,16666.57,16812.16,145.58,0.873545066561387
224,Nifty_50,2024-05-07,16812.16,16495.2,-316.95,-1.8853020670752545
225,Nifty_50,2024-05-08,16495.2,16410.04,-85.17,-0.5162714001648956
226,Nifty_50,2024-05-09,16410.04,16632.68,222.64,1.3567303918820395
227,Nifty_50,2024-05-10,16632.68,16653.82,21.15,0.1270991806491763
228,Nifty_50,2024-05-13,16653.82,16446.77,-207.06,-1.2432583035003337
229,Nifty_50,2024-05-14,16446.77,16313.82,-132.95,-0.8083654115671388
230,Nifty_50,2024-05-15,16313.82,16455.02,141.2,0.8655238319412666
231,Nifty_50,2024-05-16,16455.02,16319.03,-135.99,-0.8264347293409536
232,Nifty_50,2024-05-17,16319.03,16369.57,50.55,0.3096997799501506
233,Nifty_50,2024-05-20,16369.57,16386.71,17.14,0.10470647671257961
234,Nifty_50,2024-05-21,16386.71,16266.77,-119.94,-0.7319345982201351
235,Nifty_50,2024-05-22,16266.77,16693.41,426.63,2.622770224205539
236,Nifty_50,2024-05-23,16693.41,16828.74,135.33,0.8106791841810737
237,Nifty_50,2024-05-24,16828.74,16428.19,-400.55,-2.380154426296935
238,Nifty_50,2024-05-27,16428.19,16473.16,44.97,0.27373679023678915
239,Nifty_50,2024-05-28,16473.16,16350.58,-122.58,-0.744119525336972
240,Nifty_50,2024-05-29,16350.58,16526.0,175.43,1.0728671398812768
241,Nifty_50,2024-05-30,16526.0,16377.1,-148.9,-0.901004477792567
242,Nifty_50,2024-05-31,16377.1,16362.74,-14.36,-0.08768341159302064
243,Nifty_50,2024-06-03,16362.74,16470.08,107.34,0.6560026010313796
244,Nifty_50,2024-06-04,16470.08,16649.42,179.34,1.0888835998367736
245,Nifty_50,2024-06-05,16649.42,16417.94,-231.49,-1.3903187017926124
246,Nifty_50,2024-06-06,16417.94,16360.24,-57.69,-0.35144482194476845
247,Nifty_50,2024-06-07,16360.24,16275.18,-85.06,-0.5199190231928107
248,Nifty_50,2024-06-10,16275.18,16155.72,-119.46,-0.7340010986053669
249,Nifty_50,2024-06-11,16155.72,16506.06,350.34,2.1685198802653303
250,Nifty_50,2024-06-12,16506.06,16594.53,88.47,0.5359849655217388
251,Nifty_50,2024-06-13,16594.53,16351.75,-242.79,-1.4630122094449127
252,Nifty_50,2024-06-14,16351.75,16540.03,188.28,1.1514363906003875
253,Nifty_50,2024-06-17,16540.03,16969.5,429.48,2.596549099366816
254,Nifty_50,2024-06-18,16969.5,17188.23,218.73,1.288959603995401
255,Nifty_50,2024-06-19,17188.23,16883.44,-304.79,-1.7732483216712884
256,Nifty_50,2024-06-20,16883.44,16793.78,-89.66,-0.5310529133873184
257,Nifty_50,2024-06-21,16793.78,17057.49,263.71,1.570283759820617
258,Nifty_50,2024-06-24,17057.49,16921.16,-136.32,-0.7992383404592454
259,Nifty_50,2024-06-25,16921.16,17019.74,98.58,0.5825841727163017
260,Nifty_50,2024-06-26,17019.74,17186.46,166.72,0.9795684305400523
261,Nifty_50,2024-06-27,17186.46,17003.89,-182.57,-1.0622897327314627
262,Nifty_50,2024-06-28,17003.89,17000.24,-3.64,-0.021465676383450007
263,Nifty_50,2024-07-01,17000.24,16347.52,-652.73,-3.839475207408843
264,Nifty_50,2024-07-02,16347.52,16154.74,-192.78,-1.1792614414908233
265,Nifty_50,2024-07-03,16154.74,16113.85,-40.88,-0.25311456575592933
266,Nifty_50,2024-07-04,16113.85,15880.63,-233.22,-1.447326368310498
267,Nifty_50,2024-07-05,15880.63,16199.65,319.02,2.008862368810308
268,Nifty_50,2024-07-08,16199.65,15929.74,-269.91,-1.6661471081165324
269,Nifty_50,2024-07-09,15929.74,15853.59,-76.15,-0.4780366785647452
270,Nifty_50,2024-07-10,15853.59,15886.39,32.8,0.20689320210753068
271,Nifty_50,2024-07-11,15886.39,16169.09,282.7,1.7795106377219791
272,Nifty_50,2024-07-12,16169.09,15898.58,-270.51,-1.6730069533906993
273,Nifty_50,2024-07-15,15898.58,16128.44,229.86,1.4457894981816024
274,Nifty_50,2024-07-16,16128.44,16138.48,10.04,0.06225028583048983
275,Nifty_50,2024-07-17,16138.48,15956.47,-182.01,-1.1278013790642007
276,Nifty_50,2024-07-18,15956.47,16052.93,96.46,0.6045196713308203
277,Nifty_50,2024-07-19,16052.93,16099.3,46.37,0.2888569251843681
278,Nifty_50,2024-07-22,16099.3,15991.4,-107.91,-0.6702154752069944
279,Nifty_50,2024-07-23,15991.4,16012.79,21.39,0.13375939567518313
280,Nifty_50,2024-07-24,16012.79,15946.75,-66.03,-0.41242032150550195
281,Nifty_50,2024-07-25,15946.75,15976.45,29.7,0.18624484612852604
282,Nifty_50,2024-07-26,15976.45,16111.38,134.93,0.844555580244663
